"reitur" "tow_nr" "smareitur" "start_lat" "start_lon" "end_lat" "end_lon" "start_tow_depth" "end_tow_depth" "warp" "tow_length" "tow_vert_open" "tow_horiz_open" "gridcell" "station"
"183" 662 2 3 66.6152777777778 -12.7769444444444 66.5669444444444 -12.7680555555556 304 297 350 3 5.8 119 6623 6620278
"184" 662 41 3 66.7547222222222 -12.8180555555556 66.7119444444444 -12.7413888888889 981 906 920 3 5.6 134 6623 6624178
"185" 663 21 2 66.9194444444445 -13.5105555555556 66.9180555555556 -13.3869444444444 554 609 640 3 5.6 127 6632 6632178
"186" 674 1 1 66.7886111111111 -24.9541666666667 66.8366666666667 -24.9319444444444 640 692 695 3 5.7 130 6741 6740178
"187" 674 71 3 66.6083333333333 -24.9472222222222 66.6361111111111 -24.8583333333333 272 265 340 3 5.6 116 6743 6747178
"188" 675 1 1 66.9769444444444 -25.6480555555556 66.9652777777778 -25.5261111111111 928 1003 915 3 5.6 129 6751 6750178
"189" 675 71 4 66.5583333333333 -25.2388888888889 66.5916666666667 -25.1166666666667 422 396 440 3 5.7 122 6754 6757178
"190" 676 1 4 66.49 -26.4077777777778 66.5330555555555 -26.4577777777778 615 580 570 3 5.7 125 6764 6760178
"191" 676 2 1 66.9666666666667 -26.6844444444444 67.0166666666667 -26.6897222222222 520 487 515 3 5.7 123 6761 6760278
"192" 713 1 3 67.0541666666667 -13.9858333333333 67.0255555555556 -13.8986111111111 410 375 480 3 5.7 125 7133 7130178
"193" 714 1 1 67.4580555555556 -14.6511111111111 67.4708333333333 -14.5316666666667 964 996 910 3 5.6 135 7141 7140178
"194" 714 21 4 67.2097222222222 -14.4430555555556 67.1788888888889 -14.3438888888889 465 461 480 3 5.5 127 7144 7142178
"195" 715 1 1 67.2672222222222 -15.5666666666667 67.2672222222222 -15.4419444444444 320 300 315 3 5.7 117 7151 7150178
"196" 715 2 2 67.3191666666667 -15.2347222222222 67.3058333333333 -15.1172222222222 452 423 450 3 5.8 124 7152 7150278
"197" 715 21 1 67.4044444444445 -15.9416666666667 67.4255555555556 -15.8230555555556 708 737 710 3 5.6 130 7151 7152178
"198" 716 1 2 67.2502777777778 -16.25 67.2730555555556 -16.1308333333333 373 403 400 3 5.6 122 7162 7160178
"199" 716 21 3 67.1625 -16.6230555555556 67.1758333333333 -16.5066666666667 392 403 400 3 5.6 122 7163 7162178
"200" 716 22 1 67.3063888888889 -16.8122222222222 67.3225 -16.6858333333333 717 697 740 3 5.6 133 7161 7162278
"201" 717 1 2 67.275 -17.3075 67.3 -17.4244444444444 800 761 850 3 5.7 131 7172 7170178
"202" 717 2 4 67.2236111111111 -17.2058333333333 67.2291666666667 -17.0688888888889 609 637 610 3 5.6 129 7174 7170278
"203" 717 3 2 67.4266666666667 -17.4027777777778 67.4763888888889 -17.4011111111111 963 939 940 3 5.7 128 7172 7170378
"204" 717 21 3 67.1708333333333 -17.8508333333333 67.1705555555556 -17.725 417 390 370 3 5.7 122 7173 7172178
"205" 718 2 4 67.2247222222222 -18.3 67.2172222222222 -18.1738888888889 490 478 460 3 5.7 124 7184 7180278
"206" 718 21 2 67.5083333333333 -18.3041666666667 67.4586111111111 -18.3002777777778 554 622 630 3 5.6 127 7182 7182178
"207" 718 22 2 67.3405555555556 -18.0844444444444 67.2986111111111 -18.0363888888889 763 836 760 3 5.6 130 7182 7182278
"208" 719 1 1 67.4647222222222 -19.7525 67.4494444444445 -19.6352777777778 348 255 370 3 5.7 120 7191 7190178
"209" 721 1 3 67.2052777777778 -21.6036111111111 67.2530555555556 -21.6308333333333 287 256 280 3 5.7 117 7213 7210178
